"Solubility, g°§l-1",Saturation,"Temperature (Solubility (MCS)), °„C",Solvent (Solubility (MCS)),Ratio of Solvents,Location,Comment (Solubility (MCS)),Reference
,in solution,21.6,various solvent(s),,,Solubility: 17.883 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,24.2,various solvent(s),,,Solubility: 29.138 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,27.3,various solvent(s),,,Solubility: 43.138 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in solution,30.1,various solvent(s),,,Solubility: 60.918 p(g/100g solution),"Brecevic, Ljerka;?Garside, John[Journal of Chemical and Engineering Data,?1993, vol. 38, # 4, p. 598 - 601]"
,,,,,,,Full Text
,,,,,,,Cited 13 timesDetailsAbstract
,in pure solvent,-1.1,ethylbenzene,,,Solubility: 0.2692 mol-percent,"Ghogomu, P. M.;?Dellacherie, J.;?Balesdent, D.[Journal of Chemical Thermodynamics,?1989, vol. 21, # 9, p. 925 - 934]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in pure solvent,33,ethylbenzene,,,Solubility: 16.2954 mol-percent,"Ghogomu, P. M.;?Dellacherie, J.;?Balesdent, D.[Journal of Chemical Thermodynamics,?1989, vol. 21, # 9, p. 925 - 934]"
,,,,,,,Full Text
,,,,,,,Cited 38 timesDetailsAbstract
,in pure solvent,23,liquid carbon dioxide,,,Solubilty: 2 weight-percent,"Hyatt, John A.[Journal of Organic Chemistry,?1984, vol. 49, # 26, p. 5097 - 5101]"
,,,,,,,Full Text
,,,,,,,Cited 356 timesDetailsAbstract
,in pure solvent,,,,,,"Yalkowsky;?Valvani[Journal of Pharmaceutical Sciences,?1980, vol. 69, # 8, p. 912 - 922]"
,,,,,,,Full Text
,,,,,,,Cited 522 timesDetailsAbstract
,,20,CCl4,,,Solubility :6.60 percent.,"Brini[Bulletin de la Societe Chimique de France,?1955, p. 339,341]"
,,,,,,,Full Text
,,,,,,,Details
,,15,CHCl3,,,Solubility :8.4 percent.,"Francis;?Watkins;?Wallington[Journal of the Chemical Society,?1922, vol. 121, p. 1532]"
,,,,,,,Full Text
,,,,,,,Details
